EmployeeNumber,Department,JobRole,Age,Gender,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition_Actual,Attrition_Prob,Risk_Score,Risk_Tier,salary_band
343,Research & Development,Healthcare Representative,39,Female,10938,19,No,3,3,No,0.01853449,1.9,🟢 Low,> $10K
1764,Research & Development,Research Scientist,32,Male,2718,7,No,2,3,No,0.018440166,1.8,🟢 Low,< $3K
327,Sales,Manager,43,Female,16064,17,Yes,4,3,No,0.018390412,1.8,🟢 Low,> $10K
551,Research & Development,Healthcare Representative,42,Female,4523,6,No,4,4,No,0.018253325,1.8,🟢 Low,$3K-$6K
671,Research & Development,Manager,44,Male,19513,2,Yes,4,4,No,0.018147359,1.8,🟢 Low,> $10K
1245,Research & Development,Manufacturing Director,54,Female,10502,5,No,3,1,No,0.018122049,1.8,🟢 Low,> $10K
601,Research & Development,Manufacturing Director,40,Female,13237,20,No,3,3,No,0.017980358,1.8,🟢 Low,> $10K
1954,Research & Development,Healthcare Representative,29,Male,5373,5,No,1,2,No,0.017893264,1.8,🟢 Low,$3K-$6K
372,Research & Development,Healthcare Representative,45,Male,13496,20,Yes,4,3,No,0.017889744,1.8,🟢 Low,> $10K
1911,Research & Development,Research Director,42,Male,13348,13,No,1,4,No,0.017851822,1.8,🟢 Low,> $10K
1068,Research & Development,Research Scientist,26,Female,2007,5,No,3,3,No,0.017805882,1.8,🟢 Low,< $3K
942,Research & Development,Healthcare Representative,35,Female,4014,10,Yes,4,1,No,0.017784113,1.8,🟢 Low,$3K-$6K
1867,Research & Development,Research Director,48,Male,19665,22,No,2,3,No,0.017779917,1.8,🟢 Low,> $10K
522,Research & Development,Research Director,54,Male,19406,4,No,1,2,No,0.017739223,1.8,🟢 Low,> $10K
807,Research & Development,Healthcare Representative,40,Female,4244,8,No,2,3,No,0.01765082,1.8,🟢 Low,$3K-$6K
855,Sales,Sales Executive,33,Male,4037,9,No,1,3,No,0.017479133,1.7,🟢 Low,$3K-$6K
250,Research & Development,Manufacturing Director,53,Female,4450,4,No,1,3,No,0.01746102,1.7,🟢 Low,$3K-$6K
1346,Research & Development,Research Scientist,40,Male,4661,9,No,4,3,No,0.01744277,1.7,🟢 Low,$3K-$6K
571,Research & Development,Laboratory Technician,30,Female,2564,11,No,4,2,No,0.017323466,1.7,🟢 Low,< $3K
1656,Research & Development,Research Director,50,Female,13269,14,No,1,3,No,0.0173145,1.7,🟢 Low,> $10K
298,Sales,Manager,41,Female,13591,1,Yes,4,3,No,0.017290281,1.7,🟢 Low,> $10K
1161,Research & Development,Healthcare Representative,37,Female,5731,6,No,4,3,No,0.017111667,1.7,🟢 Low,$3K-$6K
1422,Research & Development,Research Director,54,Female,17328,20,No,4,2,No,0.017081771,1.7,🟢 Low,> $10K
517,Research & Development,Laboratory Technician,42,Female,2576,5,No,1,3,No,0.017022515,1.7,🟢 Low,< $3K
692,Research & Development,Healthcare Representative,33,Male,7725,13,No,4,1,No,0.016897762,1.7,🟢 Low,$6K-$10K
456,Sales,Sales Executive,30,Female,6118,10,No,3,3,No,0.016881881,1.7,🟢 Low,$6K-$10K
86,Research & Development,Research Scientist,45,Male,9724,1,No,1,3,No,0.016857237,1.7,🟢 Low,$6K-$10K
1823,Sales,Sales Executive,34,Male,6799,10,No,3,3,No,0.016631808,1.7,🟢 Low,$6K-$10K
84,Research & Development,Manager,55,Female,14756,5,Yes,3,3,No,0.016617268,1.7,🟢 Low,> $10K
659,Research & Development,Healthcare Representative,42,Female,4089,10,No,4,3,No,0.01654398,1.7,🟢 Low,$3K-$6K
389,Research & Development,Laboratory Technician,55,Male,5415,10,Yes,4,3,No,0.01647281,1.6,🟢 Low,$3K-$6K
378,Sales,Sales Executive,37,Male,6502,5,No,4,4,No,0.016431376,1.6,🟢 Low,$6K-$10K
665,Human Resources,Human Resources,44,Female,5985,2,No,3,4,No,0.016392611,1.6,🟢 Low,$3K-$6K
1618,Research & Development,Manufacturing Director,39,Male,5377,7,No,1,3,No,0.016342979,1.6,🟢 Low,$3K-$6K
1474,Research & Development,Research Scientist,40,Male,2345,3,No,3,4,No,0.016323835,1.6,🟢 Low,< $3K
477,Research & Development,Healthcare Representative,42,Male,6781,1,No,4,3,No,0.016237173,1.6,🟢 Low,$6K-$10K
1986,Sales,Sales Executive,40,Female,5677,11,No,2,3,No,0.016074862,1.6,🟢 Low,$3K-$6K
430,Research & Development,Laboratory Technician,43,Female,2455,8,No,4,3,No,0.015842581,1.6,🟢 Low,< $3K
523,Sales,Sales Executive,34,Female,6538,3,No,3,3,No,0.015811741,1.6,🟢 Low,$6K-$10K
1121,Research & Development,Manufacturing Director,28,Female,7655,9,No,2,2,No,0.015769064,1.6,🟢 Low,$6K-$10K
479,Sales,Sales Executive,36,Female,6653,1,No,4,3,No,0.01565973,1.6,🟢 Low,$6K-$10K
972,Research & Development,Laboratory Technician,45,Male,4447,9,No,2,2,No,0.015582024,1.6,🟢 Low,$3K-$6K
623,Research & Development,Manufacturing Director,37,Female,7491,6,No,4,4,No,0.015573556,1.6,🟢 Low,$6K-$10K
28,Research & Development,Research Director,34,Female,11994,12,No,2,3,No,0.015567774,1.6,🟢 Low,> $10K
420,Sales,Sales Executive,32,Male,5484,13,No,3,2,No,0.015505147,1.6,🟢 Low,$3K-$6K
1268,Sales,Sales Executive,33,Male,8380,9,Yes,3,3,No,0.015494073,1.5,🟢 Low,$6K-$10K
1689,Research & Development,Healthcare Representative,53,Male,7005,4,No,4,3,No,0.015481771,1.5,🟢 Low,$6K-$10K
1516,Research & Development,Manager,32,Male,11244,5,No,4,4,No,0.015471838,1.5,🟢 Low,> $10K
153,Research & Development,Manager,34,Female,11631,11,No,1,3,No,0.015390683,1.5,🟢 Low,> $10K
143,Research & Development,Research Scientist,25,Male,2889,2,No,4,3,No,0.015332702,1.5,🟢 Low,< $3K
369,Research & Development,Healthcare Representative,25,Male,4000,6,No,1,3,No,0.015272799,1.5,🟢 Low,$3K-$6K
58,Research & Development,Research Director,41,Female,19545,22,No,3,3,Yes,0.015215112,1.5,🟢 Low,> $10K
1162,Research & Development,Research Scientist,27,Male,2539,4,No,3,3,No,0.01521477,1.5,🟢 Low,< $3K
468,Research & Development,Research Director,42,Female,15992,1,No,4,3,No,0.01520267,1.5,🟢 Low,> $10K
505,Research & Development,Manager,55,Female,16659,5,Yes,4,3,No,0.015171134,1.5,🟢 Low,> $10K
843,Research & Development,Research Director,43,Male,17159,4,No,1,3,No,0.015066739,1.5,🟢 Low,> $10K
2008,Research & Development,Research Scientist,35,Male,5098,10,No,3,3,No,0.015063599,1.5,🟢 Low,$3K-$6K
387,Sales,Sales Executive,42,Male,4907,20,No,3,3,No,0.014998439,1.5,🟢 Low,$3K-$6K
827,Research & Development,Manufacturing Director,42,Female,6062,4,Yes,4,3,No,0.014883016,1.5,🟢 Low,$6K-$10K
1999,Research & Development,Research Scientist,41,Male,2782,5,No,4,3,No,0.014881296,1.5,🟢 Low,< $3K
1661,Research & Development,Healthcare Representative,49,Female,13966,15,Yes,3,3,No,0.014872931,1.5,🟢 Low,> $10K
1655,Research & Development,Research Director,49,Female,16413,4,No,2,3,No,0.014856117,1.5,🟢 Low,> $10K
716,Research & Development,Laboratory Technician,50,Male,3221,20,Yes,3,3,No,0.014787833,1.5,🟢 Low,$3K-$6K
634,Research & Development,Healthcare Representative,38,Female,9824,1,No,3,3,No,0.014604756,1.5,🟢 Low,$6K-$10K
1015,Research & Development,Research Director,30,Female,11416,8,Yes,1,2,No,0.014598483,1.5,🟢 Low,> $10K
385,Research & Development,Research Director,50,Male,19144,10,No,2,2,No,0.0144621665,1.4,🟢 Low,> $10K
1363,Research & Development,Manufacturing Director,48,Male,7898,10,No,4,3,No,0.014408673,1.4,🟢 Low,$6K-$10K
1152,Human Resources,Human Resources,38,Male,2844,7,No,3,4,No,0.014405511,1.4,🟢 Low,< $3K
947,Sales,Sales Executive,31,Female,6932,9,No,3,2,No,0.014305475,1.4,🟢 Low,$6K-$10K
2049,Research & Development,Healthcare Representative,35,Male,5689,10,Yes,3,4,No,0.014094611,1.4,🟢 Low,$3K-$6K
1989,Research & Development,Laboratory Technician,30,Male,3748,12,No,2,2,No,0.014002152,1.4,🟢 Low,$3K-$6K
1979,Research & Development,Research Director,31,Female,11031,11,No,3,4,No,0.0139387855,1.4,🟢 Low,> $10K
259,Research & Development,Manager,52,Male,19999,33,No,3,3,No,0.013915184,1.4,🟢 Low,> $10K
178,Research & Development,Manufacturing Director,36,Male,4941,3,No,2,3,No,0.013837596,1.4,🟢 Low,$3K-$6K
625,Sales,Manager,41,Female,16595,18,No,1,3,No,0.0138278715,1.4,🟢 Low,> $10K
410,Sales,Manager,41,Male,16015,22,No,2,3,No,0.013766823,1.4,🟢 Low,> $10K
292,Research & Development,Manufacturing Director,30,Male,8474,11,No,3,3,No,0.013748675,1.4,🟢 Low,$6K-$10K
1858,Human Resources,Human Resources,28,Male,2706,3,No,4,3,No,0.013690288,1.4,🟢 Low,< $3K
1483,Research & Development,Research Scientist,57,Male,4900,12,No,3,2,No,0.013683735,1.4,🟢 Low,$3K-$6K
76,Research & Development,Laboratory Technician,31,Male,5915,7,No,4,2,No,0.013675109,1.4,🟢 Low,$3K-$6K
32,Research & Development,Manager,53,Female,19094,14,No,3,2,No,0.013650343,1.4,🟢 Low,> $10K
300,Research & Development,Research Scientist,29,Male,2058,6,No,3,2,Yes,0.013488146,1.3,🟢 Low,< $3K
350,Research & Development,Manufacturing Director,25,Female,4898,4,No,3,3,No,0.01347088,1.3,🟢 Low,$3K-$6K
1349,Sales,Sales Executive,41,Female,4103,9,No,1,3,No,0.013425166,1.3,🟢 Low,$3K-$6K
1580,Research & Development,Research Scientist,34,Male,5484,2,No,4,2,No,0.013405336,1.3,🟢 Low,$3K-$6K
1025,Research & Development,Manufacturing Director,41,Female,5003,2,No,3,3,No,0.013336035,1.3,🟢 Low,$3K-$6K
138,Research & Development,Research Scientist,34,Female,4809,16,No,3,3,No,0.013308244,1.3,🟢 Low,$3K-$6K
391,Research & Development,Research Scientist,37,Female,2115,17,No,4,3,No,0.013306742,1.3,🟢 Low,< $3K
117,Research & Development,Healthcare Representative,30,Male,4152,11,No,4,3,No,0.013180451,1.3,🟢 Low,$3K-$6K
226,Research & Development,Manager,50,Female,19926,5,No,2,3,No,0.01312969,1.3,🟢 Low,> $10K
595,Sales,Sales Executive,48,Female,4051,9,No,4,3,No,0.013124365,1.3,🟢 Low,$3K-$6K
851,Sales,Manager,51,Female,16307,20,No,3,2,No,0.013066854,1.3,🟢 Low,> $10K
121,Sales,Sales Executive,30,Female,5209,11,Yes,2,2,No,0.012877216,1.3,🟢 Low,$3K-$6K
1722,Human Resources,Human Resources,41,Male,6430,3,No,2,3,No,0.0128767,1.3,🟢 Low,$6K-$10K
1863,Sales,Sales Executive,46,Female,13225,19,No,1,3,No,0.012803061,1.3,🟢 Low,> $10K
940,Research & Development,Healthcare Representative,58,Female,10552,6,Yes,2,3,No,0.012754713,1.3,🟢 Low,> $10K
1578,Sales,Manager,55,Male,19586,36,No,4,3,No,0.012744234,1.3,🟢 Low,> $10K
341,Research & Development,Manufacturing Director,45,Male,6434,3,No,3,3,No,0.012741259,1.3,🟢 Low,$6K-$10K
126,Research & Development,Research Director,54,Female,13549,4,No,3,1,No,0.012727147,1.3,🟢 Low,> $10K
1098,Human Resources,Human Resources,44,Male,10482,20,No,1,3,Yes,0.012695091,1.3,🟢 Low,> $10K
1005,Research & Development,Manufacturing Director,50,Male,13973,12,Yes,3,3,No,0.012559678,1.3,🟢 Low,> $10K
1246,Research & Development,Research Scientist,44,Female,2011,10,No,4,3,No,0.012481409,1.2,🟢 Low,< $3K
867,Research & Development,Manufacturing Director,52,Female,13826,9,No,4,3,No,0.01238116,1.2,🟢 Low,> $10K
13,Research & Development,Healthcare Representative,36,Male,5237,7,No,3,2,No,0.012259051,1.2,🟢 Low,$3K-$6K
253,Research & Development,Manager,40,Female,19033,20,No,3,3,No,0.011949113,1.2,🟢 Low,> $10K
1027,Research & Development,Manufacturing Director,27,Female,4227,3,No,4,3,No,0.01187359,1.2,🟢 Low,$3K-$6K
826,Research & Development,Research Scientist,35,Female,2506,2,No,3,3,No,0.011787009,1.2,🟢 Low,< $3K
526,Research & Development,Healthcare Representative,43,Female,4522,5,Yes,3,3,No,0.011744611,1.2,🟢 Low,$3K-$6K
208,Research & Development,Manufacturing Director,29,Male,4319,10,No,3,3,No,0.0115746455,1.2,🟢 Low,$3K-$6K
83,Research & Development,Healthcare Representative,36,Female,10096,17,No,3,3,No,0.011523092,1.2,🟢 Low,> $10K
847,Human Resources,Human Resources,34,Male,3737,3,No,4,1,No,0.0114323795,1.1,🟢 Low,$3K-$6K
1922,Research & Development,Healthcare Representative,45,Male,5399,4,No,3,3,No,0.011426982,1.1,🟢 Low,$3K-$6K
1029,Sales,Manager,42,Male,18303,1,No,3,4,No,0.011379339,1.1,🟢 Low,> $10K
1955,Research & Development,Healthcare Representative,32,Female,6667,5,No,4,3,No,0.011365341,1.1,🟢 Low,$6K-$10K
824,Research & Development,Research Scientist,29,Male,2700,10,No,3,3,No,0.011350707,1.1,🟢 Low,< $3K
1728,Research & Development,Manufacturing Director,35,Male,6883,7,No,3,3,No,0.011262224,1.1,🟢 Low,$6K-$10K
312,Sales,Sales Executive,29,Female,7918,11,No,4,3,No,0.011195305,1.1,🟢 Low,$6K-$10K
809,Research & Development,Manager,42,Male,18430,24,No,4,2,No,0.011186367,1.1,🟢 Low,> $10K
1871,Research & Development,Research Scientist,39,Male,3902,2,No,4,3,No,0.011022659,1.1,🟢 Low,$3K-$6K
26,Research & Development,Manufacturing Director,24,Female,4011,4,No,3,2,No,0.010906642,1.1,🟢 Low,$3K-$6K
655,Research & Development,Research Scientist,27,Female,2187,5,No,3,2,No,0.010870432,1.1,🟢 Low,< $3K
820,Research & Development,Manager,47,Female,16752,26,Yes,4,2,No,0.010862651,1.1,🟢 Low,> $10K
1085,Research & Development,Research Scientist,41,Female,3376,10,No,3,3,No,0.010861351,1.1,🟢 Low,$3K-$6K
381,Research & Development,Manager,35,Female,11996,7,No,2,2,No,0.010815709,1.1,🟢 Low,> $10K
969,Research & Development,Healthcare Representative,33,Female,6949,5,No,4,3,No,0.010813618,1.1,🟢 Low,$6K-$10K
815,Research & Development,Research Director,50,Male,17639,4,No,3,3,No,0.01071981,1.1,🟢 Low,> $10K
460,Research & Development,Manufacturing Director,37,Male,6347,6,No,4,2,No,0.010711802,1.1,🟢 Low,$6K-$10K
727,Research & Development,Research Director,32,Female,11159,7,No,4,3,No,0.010696175,1.1,🟢 Low,> $10K
797,Research & Development,Research Scientist,34,Female,3280,4,No,4,3,No,0.010679117,1.1,🟢 Low,$3K-$6K
2048,Research & Development,Research Scientist,40,Male,2809,2,No,3,3,No,0.010532266,1.1,🟢 Low,< $3K
287,Research & Development,Healthcare Representative,40,Male,4876,3,No,4,1,No,0.010414367,1.0,🟢 Low,$3K-$6K
531,Research & Development,Manager,39,Male,19197,21,Yes,3,3,No,0.010304948,1.0,🟢 Low,> $10K
1693,Research & Development,Laboratory Technician,26,Male,2570,7,No,4,3,No,0.010144704,1.0,🟢 Low,< $3K
714,Sales,Sales Executive,27,Female,4647,6,Yes,4,3,No,0.0100118695,1.0,🟢 Low,$3K-$6K
1552,Research & Development,Healthcare Representative,40,Male,4069,2,Yes,4,3,No,0.009985889,1.0,🟢 Low,$3K-$6K
421,Research & Development,Research Director,38,Female,12061,10,No,2,3,No,0.009889118,1.0,🟢 Low,> $10K
308,Research & Development,Manufacturing Director,31,Male,4345,5,No,3,3,No,0.009823296,1.0,🟢 Low,$3K-$6K
1621,Research & Development,Research Scientist,35,Male,5208,16,No,1,3,No,0.009758874,1.0,🟢 Low,$3K-$6K
1744,Human Resources,Human Resources,45,Female,9756,5,No,3,4,No,0.009727364,1.0,🟢 Low,$6K-$10K
1670,Sales,Sales Executive,33,Male,5505,6,No,4,3,No,0.009680419,1.0,🟢 Low,$3K-$6K
1664,Research & Development,Healthcare Representative,36,Male,6842,5,No,1,3,No,0.009631401,1.0,🟢 Low,$6K-$10K
1595,Research & Development,Manager,42,Male,19613,1,No,4,3,No,0.0096279215,1.0,🟢 Low,> $10K
395,Research & Development,Research Scientist,28,Female,3310,5,No,4,3,No,0.009541817,1.0,🟢 Low,$3K-$6K
319,Research & Development,Manager,42,Male,19232,22,No,4,3,No,0.009536731,1.0,🟢 Low,> $10K
77,Research & Development,Manufacturing Director,37,Male,5993,7,No,3,4,No,0.009495969,0.9,🟢 Low,$3K-$6K
1962,Sales,Sales Executive,35,Female,5204,10,Yes,4,3,No,0.009482434,0.9,🟢 Low,$3K-$6K
909,Human Resources,Human Resources,39,Female,5204,5,No,4,3,No,0.00946564,0.9,🟢 Low,$3K-$6K
1546,Research & Development,Research Scientist,45,Male,2132,5,No,4,3,No,0.009222489,0.9,🟢 Low,< $3K
1687,Research & Development,Laboratory Technician,38,Female,3306,0,No,3,2,No,0.00919243,0.9,🟢 Low,$3K-$6K
1018,Research & Development,Manufacturing Director,26,Male,5472,8,No,4,3,No,0.009168297,0.9,🟢 Low,$3K-$6K
2017,Research & Development,Research Director,37,Female,13744,16,Yes,4,3,No,0.009102005,0.9,🟢 Low,> $10K
1572,Research & Development,Manufacturing Director,53,Female,10169,33,No,4,3,Yes,0.009090203,0.9,🟢 Low,> $10K
1976,Research & Development,Research Scientist,42,Male,4332,20,No,3,3,No,0.0090092765,0.9,🟢 Low,$3K-$6K
1228,Research & Development,Manufacturing Director,46,Male,7379,6,No,4,2,No,0.008971953,0.9,🟢 Low,$6K-$10K
1375,Research & Development,Healthcare Representative,40,Female,6377,12,No,3,3,No,0.008926731,0.9,🟢 Low,$6K-$10K
335,Research & Development,Research Scientist,40,Male,3319,9,No,4,3,No,0.008856609,0.9,🟢 Low,$3K-$6K
677,Sales,Sales Executive,33,Male,7104,5,No,3,3,No,0.008694001,0.9,🟢 Low,$6K-$10K
581,Research & Development,Manufacturing Director,31,Male,10648,13,No,2,4,No,0.008648188,0.9,🟢 Low,> $10K
1635,Research & Development,Manufacturing Director,45,Female,5770,10,No,4,3,No,0.008597873,0.9,🟢 Low,$3K-$6K
349,Sales,Sales Executive,29,Male,6931,3,No,4,3,No,0.008479324,0.8,🟢 Low,$6K-$10K
461,Research & Development,Research Director,38,Male,11510,11,Yes,4,3,No,0.008441175,0.8,🟢 Low,> $10K
1666,Research & Development,Research Director,43,Male,17603,14,No,3,3,No,0.008380612,0.8,🟢 Low,> $10K
100,Sales,Sales Executive,35,Male,4312,15,No,1,3,No,0.008375802,0.8,🟢 Low,$3K-$6K
2015,Research & Development,Research Director,38,Female,13206,18,No,3,3,No,0.008195689,0.8,🟢 Low,> $10K
1606,Research & Development,Healthcare Representative,50,Male,11245,30,Yes,3,3,No,0.008026203,0.8,🟢 Low,> $10K
1671,Research & Development,Research Scientist,32,Male,5470,9,No,2,2,No,0.007987673,0.8,🟢 Low,$3K-$6K
709,Sales,Sales Executive,38,Female,4028,7,No,4,3,No,0.007843277,0.8,🟢 Low,$3K-$6K
1653,Research & Development,Manufacturing Director,25,Male,5206,7,No,3,3,No,0.0077740275,0.8,🟢 Low,$3K-$6K
987,Research & Development,Manufacturing Director,47,Male,5067,19,Yes,3,4,No,0.0076040635,0.8,🟢 Low,$3K-$6K
661,Research & Development,Research Director,43,Male,16627,1,Yes,4,2,No,0.0075881644,0.8,🟢 Low,> $10K
550,Research & Development,Manufacturing Director,46,Female,4810,10,No,3,2,No,0.007578532,0.8,🟢 Low,$3K-$6K
830,Research & Development,Manufacturing Director,32,Female,6162,14,No,3,3,No,0.0075158826,0.8,🟢 Low,$6K-$10K
869,Human Resources,Human Resources,28,Male,4936,5,No,4,3,No,0.007508527,0.8,🟢 Low,$3K-$6K
1677,Research & Development,Manager,49,Male,15379,8,No,3,3,No,0.0074507594,0.7,🟢 Low,> $10K
377,Research & Development,Research Scientist,28,Male,2070,5,No,4,2,No,0.0074107405,0.7,🟢 Low,< $3K
734,Human Resources,Manager,41,Male,19189,22,No,3,3,No,0.007410397,0.7,🟢 Low,> $10K
1834,Research & Development,Research Scientist,28,Female,3591,3,No,1,3,No,0.00727007,0.7,🟢 Low,$3K-$6K
1231,Human Resources,Human Resources,42,Male,6272,4,No,1,4,No,0.007221091,0.7,🟢 Low,$6K-$10K
1115,Research & Development,Research Scientist,34,Male,2979,0,No,4,3,No,0.007176617,0.7,🟢 Low,< $3K
683,Research & Development,Research Scientist,34,Male,2691,10,No,4,2,No,0.0071028313,0.7,🟢 Low,< $3K
361,Sales,Sales Executive,38,Male,5249,8,No,4,3,No,0.0069195353,0.7,🟢 Low,$3K-$6K
791,Research & Development,Research Scientist,52,Male,4258,4,No,4,3,No,0.006915359,0.7,🟢 Low,$3K-$6K
1397,Research & Development,Healthcare Representative,39,Male,10920,6,No,3,3,No,0.006766369,0.7,🟢 Low,> $10K
2007,Research & Development,Research Scientist,22,Male,3375,3,No,3,4,No,0.006761894,0.7,🟢 Low,$3K-$6K
664,Research & Development,Manager,48,Female,15402,3,No,1,1,No,0.0066675916,0.7,🟢 Low,> $10K
1900,Research & Development,Manager,48,Female,17174,22,No,4,3,No,0.0066375714,0.7,🟢 Low,> $10K
579,Research & Development,Research Scientist,34,Male,2768,7,No,3,3,No,0.006480599,0.6,🟢 Low,< $3K
1658,Research & Development,Research Scientist,34,Female,5433,11,No,2,3,No,0.0064464137,0.6,🟢 Low,$3K-$6K
1737,Research & Development,Laboratory Technician,39,Male,6472,9,Yes,4,3,No,0.006397547,0.6,🟢 Low,$6K-$10K
1707,Research & Development,Research Scientist,24,Male,4401,5,No,3,3,No,0.0063167345,0.6,🟢 Low,$3K-$6K
1035,Research & Development,Research Director,41,Female,19973,21,No,3,3,No,0.0063128513,0.6,🟢 Low,> $10K
1026,Research & Development,Manufacturing Director,39,Female,12742,21,No,4,3,No,0.006237185,0.6,🟢 Low,> $10K
999,Research & Development,Research Director,41,Male,19419,18,No,3,4,No,0.0061880737,0.6,🟢 Low,> $10K
464,Research & Development,Manufacturing Director,35,Male,8095,16,No,2,3,No,0.0061754324,0.6,🟢 Low,$6K-$10K
417,Research & Development,Healthcare Representative,39,Male,9613,18,No,4,2,No,0.0061752633,0.6,🟢 Low,$6K-$10K
393,Research & Development,Healthcare Representative,38,Male,5745,2,No,4,3,No,0.0060997936,0.6,🟢 Low,$3K-$6K
487,Research & Development,Manufacturing Director,46,Female,5258,1,No,3,4,No,0.006075817,0.6,🟢 Low,$3K-$6K
599,Sales,Sales Executive,41,Male,6230,14,No,4,3,No,0.0060690744,0.6,🟢 Low,$6K-$10K
252,Research & Development,Research Scientist,33,Female,2756,8,No,2,3,No,0.0060558687,0.6,🟢 Low,< $3K
1903,Research & Development,Healthcare Representative,44,Male,5033,2,No,1,3,No,0.0059976657,0.6,🟢 Low,$3K-$6K
1941,Research & Development,Research Director,49,Male,19161,5,No,4,3,No,0.0059055598,0.6,🟢 Low,> $10K
119,Research & Development,Healthcare Representative,40,Male,13503,22,No,2,2,No,0.005904085,0.6,🟢 Low,> $10K
1484,Research & Development,Healthcare Representative,49,Male,10466,8,No,2,3,No,0.005899259,0.6,🟢 Low,> $10K
2000,Research & Development,Research Director,47,Female,11957,13,No,2,1,No,0.005844589,0.6,🟢 Low,> $10K
1449,Research & Development,Laboratory Technician,40,Male,3975,8,No,3,4,No,0.00583277,0.6,🟢 Low,$3K-$6K
1443,Research & Development,Research Director,47,Female,17169,20,No,3,4,No,0.005755928,0.6,🟢 Low,> $10K
1280,Sales,Manager,46,Female,18789,11,No,2,3,No,0.0057380735,0.6,🟢 Low,> $10K
1574,Research & Development,Research Scientist,32,Male,4087,6,No,1,2,No,0.005601528,0.6,🟢 Low,$3K-$6K
1184,Research & Development,Healthcare Representative,34,Male,5343,13,No,1,3,No,0.0055658957,0.6,🟢 Low,$3K-$6K
1099,Research & Development,Healthcare Representative,33,Male,7119,3,No,4,3,No,0.0055628354,0.6,🟢 Low,$6K-$10K
1288,Research & Development,Manager,44,Male,19190,25,No,1,2,No,0.005449016,0.5,🟢 Low,> $10K
1096,Research & Development,Manufacturing Director,55,Male,10976,3,No,2,3,No,0.0054259347,0.5,🟢 Low,> $10K
1607,Research & Development,Research Scientist,32,Female,3312,3,No,4,3,No,0.0053176,0.5,🟢 Low,$3K-$6K
1799,Research & Development,Research Scientist,28,Male,2044,5,No,4,4,No,0.005268119,0.5,🟢 Low,< $3K
996,Research & Development,Laboratory Technician,45,Female,2270,5,No,4,3,No,0.005262262,0.5,🟢 Low,< $3K
546,Research & Development,Manager,52,Female,16555,5,No,4,1,No,0.0052286927,0.5,🟢 Low,> $10K
1196,Research & Development,Manufacturing Director,37,Female,6474,14,No,4,2,No,0.0052152574,0.5,🟢 Low,$6K-$10K
1383,Research & Development,Healthcare Representative,34,Female,6687,14,No,4,4,No,0.0052017504,0.5,🟢 Low,$6K-$10K
1040,Sales,Sales Executive,50,Female,6347,18,No,3,3,No,0.005093853,0.5,🟢 Low,$6K-$10K
1069,Research & Development,Research Director,46,Male,19627,2,No,4,3,No,0.0050883973,0.5,🟢 Low,> $10K
857,Sales,Sales Executive,36,Male,6201,18,Yes,4,2,No,0.005077052,0.5,🟢 Low,$6K-$10K
638,Research & Development,Research Director,49,Male,19502,31,Yes,3,3,No,0.0050679552,0.5,🟢 Low,> $10K
1369,Research & Development,Laboratory Technician,35,Female,5363,9,No,4,3,No,0.0050616288,0.5,🟢 Low,$3K-$6K
1644,Research & Development,Manager,48,Male,15202,2,No,4,3,No,0.005024,0.5,🟢 Low,> $10K
990,Sales,Sales Executive,36,Male,5079,7,No,4,3,No,0.0050207307,0.5,🟢 Low,$3K-$6K
1627,Research & Development,Laboratory Technician,39,Male,3069,10,No,3,3,No,0.004898565,0.5,🟢 Low,$3K-$6K
182,Sales,Sales Executive,39,Female,5902,15,No,3,4,No,0.0048388815,0.5,🟢 Low,$3K-$6K
94,Research & Development,Research Scientist,29,Male,2703,5,No,2,3,No,0.00478857,0.5,🟢 Low,< $3K
1676,Sales,Manager,47,Female,15972,3,No,2,3,No,0.0047162827,0.5,🟢 Low,> $10K
1940,Research & Development,Research Scientist,38,Male,4771,5,No,4,4,No,0.0046920483,0.5,🟢 Low,$3K-$6K
1263,Research & Development,Research Director,48,Male,18265,1,No,4,4,No,0.0043931683,0.4,🟢 Low,> $10K
258,Research & Development,Healthcare Representative,51,Female,13734,7,No,2,3,No,0.004311111,0.4,🟢 Low,> $10K
336,Research & Development,Manager,45,Male,19202,24,No,4,3,No,0.004291997,0.4,🟢 Low,> $10K
976,Research & Development,Manager,52,Male,17099,9,No,4,2,No,0.00417216,0.4,🟢 Low,> $10K
1625,Human Resources,Manager,47,Female,19658,5,No,3,3,No,0.004164118,0.4,🟢 Low,> $10K
107,Research & Development,Research Scientist,38,Female,5329,13,Yes,4,3,No,0.004065577,0.4,🟢 Low,$3K-$6K
373,Research & Development,Laboratory Technician,36,Male,3210,15,No,4,3,No,0.004042226,0.4,🟢 Low,$3K-$6K
612,Research & Development,Research Director,33,Female,16184,6,No,3,3,No,0.0039863684,0.4,🟢 Low,> $10K
1696,Research & Development,Laboratory Technician,34,Male,3986,15,No,4,4,No,0.0038953333,0.4,🟢 Low,$3K-$6K
1423,Research & Development,Research Director,58,Female,19701,9,Yes,1,3,No,0.0037431705,0.4,🟢 Low,> $10K
1697,Research & Development,Healthcare Representative,60,Male,10883,1,No,4,4,No,0.003638292,0.4,🟢 Low,> $10K
724,Research & Development,Healthcare Representative,38,Female,7625,9,No,4,2,No,0.0035390344,0.4,🟢 Low,$6K-$10K
